Proverbs_10_1_7000_10149.wav|naaiv se saa lo morn nyei cong mengh waac
Proverbs_10_2_10160_15344.wav|cong mengh nyei dorn bun die duqv njien youh
Proverbs_10_3_15360_19420.wav|mv baac hngongx nyei dorn hoic maa nzauh
Proverbs_10_4_19440_21938.wav|zoux maiv zingx duqv daaih nyei zinh zoih maiv lamh longc
Proverbs_10_5_21960_28411.wav|mv baac zoux duqv horpc nyei sic haih njoux mienh maiv zuqc daic
Proverbs_10_6_28440_31208.wav|ziouv  maiv bun kuv mienh ngorc
Proverbs_10_7_31240_36843.wav|mv baac ninh dangv jienv maiv bun orqv mienh duqv ninh mbuo cei nyei
Proverbs_10_8_36880_40079.wav|buoz lueic bun mienh zuqc jomc
Proverbs_10_9_40120_43476.wav|mv baac buoz jienh bun mienh butv zoih
Proverbs_10_10_43520_48191.wav|guai nyei dorn taux nqaai gorng siou cun gaeng
Proverbs_10_11_48240_54625.wav|mv baac gaatv nyei ziangh hoc bueix m njormh nyei dorn se zuqc nyaiv nyei dorn
Proverbs_10_12_54680_57542.wav|kuv mienh duqv fuqv loqc
Proverbs_10_13_57600_62457.wav|mv baac orqv mienh nyei nzuih bingx jienv oix zoux doqc nyei sic
Proverbs_10_14_62520_67452.wav|jangx kuv mienh haiz hnangv duqv fuqv
Proverbs_10_15_67520_71448.wav|mv baac orqv mienh nyei mbuox mienh la kuqv
Proverbs_10_16_71520_74964.wav|hnangv benx ga naaiv huv nor
Proverbs_10_17_75040_78921.wav|hnyouv cong mengh nyei mienh oix ei jienv leiz latc
Proverbs_10_18_79000_83676.wav|mv baac la guaih gorngv hngongx nyei jauv wuov deix
Proverbs_10_19_83760_85674.wav|oix zuqc baaic
Proverbs_10_20_85760_90749.wav|yangh ziepc zuoqv nyei jauv wuov deix duqv baengh orn nyei yangh
Proverbs_10_21_90840_96463.wav|gan ngau njuotv nyei jauv wuov deix ziouc biux mengh cuotv daaih aqv
Proverbs_10_22_96560_100259.wav|mienh nyapc m zing zoux cuotv sic
Proverbs_10_23_100360_104974.wav|mv baac bungx laangc nyei kuinx mienh wuov deix
Proverbs_10_24_105080_106853.wav|liepc baengh orn
Proverbs_10_25_106960_111728.wav|kuv mienh nyei nzuih benx ziangh maengc nyei wuom zingv
Proverbs_10_26_111840_116803.wav|mv baac orqv mienh nyei nzuih bingx oix zoux doqc nyei sic
Proverbs_10_27_116920_121038.wav|nzorng nyei jauv coqv cuotv nzaeng jaax nyei sic
Proverbs_10_28_121160_127032.wav|mv baac se gorngv hnamv mienh ziouc guangc yietc zungv zoux dorngc nyei sic
Proverbs_10_29_127160_131868.wav|mengh baeqc nyei mienh nyei nzuih maaih wuonh zaang
Proverbs_10_30_132000_137582.wav|mv baac maiv hiuv haaix nyungc nyei mienh puix duqv biaav mborqv diqc daanz
Proverbs_10_31_137720_141138.wav|cong mengh mienh siou jienv wuonh zaang
Proverbs_10_32_141280_147412.wav|mv baac mienh hngongx mienh gorngv nyei waac bun baaic waaic nyei sic taux fatv
Proverbs_10_33_147560_152926.wav|butv zoih mienh nyei zinh zoih benx ninh wuonv nyei zingh
Proverbs_10_34_153080_157881.wav|mv baac mienh jomc mienh jomc nyei jauv bun ninh mbuo zuqc baaic waaic
Proverbs_10_35_158040_164595.wav|kuv mienh nyei fin kouv dorh mienh duqv maengc ziangh
Proverbs_10_36_164760_170309.wav|mv baac orqv mienh duqv nyei buonc se dorh mienh baamz zuiz
Proverbs_10_37_170480_175464.wav|ei jienv njaaux nyei waac wuov deix yiem ziangh maengc nyei jauv
Proverbs_10_38_175640_181298.wav|mv baac haaix dauh ngaengc jienv gorngv njaaux nyei waac ziouc mingh dorngc jauv aqv
Proverbs_10_39_181480_186213.wav|haaix dauh bingx jienv nzorng nyei sic maaih gorngv baeqc nyei nzuih
Proverbs_10_40_186400_191328.wav|haaix dauh cuotv nzuih gorngv waac huv benx mienh hngongx mienh
Proverbs_10_41_191520_193965.wav|gorngv camv waac camv
Proverbs_10_42_194160_197642.wav|simv maiv ndutv baamz zuiz nyei jauv
Proverbs_10_43_197840_201678.wav|mv baac mienh guai mienh nyienz duqv ganh nyei nzuih
Proverbs_10_44_201880_206193.wav|kuv mienh nyei waac hnangv zien nyaanh
Proverbs_10_45_206400_209670.wav|orqv mienh nyei hnyouv hnamv nyei jauv maiv zic zinh
Proverbs_10_46_209880_215184.wav|kuv mienh nyei nzuih gorngv nyei waac yungz mienh camv
Proverbs_10_47_215400_220579.wav|mv baac mienh hngongx mienh zuqc daic laaix maiv hiuv haaix nyungc
Proverbs_10_48_220800_224575.wav|se ziouv ceix fuqv bun mienh butv zoih
Proverbs_10_49_224800_227811.wav|ninh yaac maiv jaa you nzauh
Proverbs_10_50_228040_233406.wav|mienh hngongx mienh zoux dorngc ninh mbuo haiz oix nyei
Proverbs_10_51_233640_239040.wav|mv baac mengh baeqc nyei mienh a hneiv cong mengh nyei jauv
Proverbs_10_52_239280_244075.wav|orqv mienh gamh nziex nyei zungv oix zunc zaaic ninh
Proverbs_10_53_244320_248671.wav|mv baac kuv mienh oix duqv nyei zungv duqv aqv
Proverbs_10_54_248920_251388.wav|nziaaux jieqv jiex mingh
Proverbs_10_55_251640_254025.wav|ziouc maiv maaih orqv mienh aqv
Proverbs_10_56_254280_258341.wav|mv baac kuv mienh duqv liepc wuonv taux yietc liuz
Proverbs_10_57_258600_263136.wav|paaiv mienh lueic mienh mingh zoux haaix nyungc
Proverbs_10_58_263400_270369.wav|weic paaiv ninh wuov deix ninh se hnangv wuom sui bun nyaah njienz
