Hosea_10_1_4000_11496.wav|i saa laa en hnangv zungh nzueic haic nyei a ngunc hmei ziangh biouv gitv
Hosea_10_2_11520_14890.wav|yietc zei ziangh biouv camv
Hosea_10_3_14920_19081.wav|yietc zei ceix ziec dorngh camv
Hosea_10_4_19120_22914.wav|ninh nyei deic bung yietc zei longx
Hosea_10_5_22960_28582.wav|ninh zaangc zienh nyei dongc yietc zei ceix nzueic
Hosea_10_6_28640_31536.wav|ninh mbuo nyei hnyouv guaix
Hosea_10_7_31600_38922.wav|ih zanc weic ninh mbuo zoux dorngc nyei zuiz ninh mbuo oix zuqc ndaam dorng
Hosea_10_8_39000_43672.wav|ziouv oix mborqv huv ninh mbuo nyei ziec dorngh
Hosea_10_9_43760_48063.wav|yaac mietc ninh mbuo zaangc zienh nyei dongc
Hosea_10_10_48160_50698.wav|ninh mbuo ziouc gorngv
Hosea_10_11_50800_56247.wav|yie mbuo maiv maaih hungh weic zuqc yie mbuo maiv taaih ziouv
Hosea_10_12_56360_59121.wav|maiv gunv maaih hungh
Hosea_10_13_59240_62714.wav|ninh weic yie mbuo haih zoux haaix nyungc
Hosea_10_14_62840_65868.wav|ninh mbuo gorngv kungx waac
Hosea_10_15_66000_70977.wav|ninh mbuo houv jienv laengz waac mv baac jaav nyei
Hosea_10_16_71120_79600.wav|dingc zuiz nyei jauv oix hnangv laengc mienh nyei miev cuotv yiem laih jiex nyei ndeic
Hosea_10_17_79760_83871.wav|laih bieiv nyei zuonx gu nyuoz
Hosea_10_18_84040_91217.wav|yiem saa maa lie nyei mienh weic mbetc aawen nyei ngongh dorn sin zinx
Hosea_10_19_91400_97285.wav|baaix ngongh dorn nyei mienh oix weic ngongh dorn nzauh nyiemv
Hosea_10_20_97480_102833.wav|goux miuc fangx nyei sai mienh oix weic ngongh dorn nyiemv mbui
Hosea_10_21_103040_107265.wav|weic zuqc njang laangc leih nqoi ninh mi aqv
Hosea_10_22_107480_116606.wav|naaiv norm miuc fangx zungv zuqc dorh mingh atc si lie fungx benx zingh nyeic bun atc si lie nyei domh hungh diex
Hosea_10_23_116840_119480.wav|e faa im oix zuqc nyaiv
Hosea_10_24_119720_124789.wav|i saa laa en weic ninh baaix nyei miuc fangx zuqc baaic hmien
Hosea_10_25_125040_131496.wav|saa maa lie nyei hungh oix zuqc mietc hnangv kuaaiv ndiangx peix zaa yiem wuom minc
Hosea_10_26_131760_136885.wav|yiem mbetc aawen nyei mbong gu nguaaic nyei ziec dorngh
Hosea_10_27_137160_141236.wav|se i saa laa en baamz zuiz nyei dorngx
Hosea_10_28_141520_143392.wav|oix zuqc mietc
Hosea_10_29_143680_152254.wav|maaih njimv cou njimv muonc oix cuotv daaih mbiorngz jienv ninh mbuo nyei ziec dorngh
Hosea_10_30_152560_154570.wav|ninh mbuo oix gorngv mbuox domh mbong
Hosea_10_31_154880_158322.wav|torngv jienv yie mbuo maah
Hosea_10_32_158640_161316.wav|yaac gorngv mbuox fiuv mbong
Hosea_10_33_161640_164031.wav|mbaang daaih ndapv yie mbuo maah
Hosea_10_34_164360_169061.wav|ziouv gorngv cuotv oix dingc i saa laa en nyei zuiz
Hosea_10_35_169400_175288.wav|ziouv gorngv i saa laa en mienh baamz zuiz hlo hnangv yiem gi mbe aa nyei ziangh hoc
Hosea_10_36_175640_179759.wav|yiem wuov ninh mbuo yaac zanc zanc zoux jienv mingh
Hosea_10_37_180120_186586.wav|yiem gi mbe aa mborqv jaax nyei jauv ziouc maiv zeiz oix zunc zaaic ninh mbuo fai
Hosea_10_38_186960_190737.wav|ei yie nyei hnyouv yie oix dingc ninh mbuo nyei zuiz
Hosea_10_39_191120_195967.wav|bun maanc guoqv mienh gapv zunv daaih mborqv ninh mbuo
Hosea_10_40_196360_202673.wav|wuov zanc laaix ninh mbuo zoux nyei i yiemc zuiz ninh mbuo zuqc ndoh
Hosea_10_41_203080_208462.wav|e faa im se hnangv dauh njaaux liuz nyei ngongh nyeiz
Hosea_10_42_208880_211655.wav|a hneiv nyueih mbiauh
Hosea_10_43_212080_216126.wav|yie yaac korv lienh ninh nzueic haic nyei jaang
Hosea_10_44_216560_221995.wav|mv baac yie oix zorqv ndiangx gaaz bun e faa im gaaz jienv
Hosea_10_45_222440_225587.wav|yu ndaa oix zuqc laih ndau
Hosea_10_46_226040_229979.wav|yaakopv yaac oix zuqc weic ganh guaaih ndau
Hosea_10_47_230440_234929.wav|meih mbuo oix zuqc weic ganh zuangx baengh fim nyei nyim
Hosea_10_48_235400_239440.wav|ziouc siou duqv ziepc zuoqv hnamv nyei jauv
Hosea_10_49_239920_243272.wav|oix zuqc zoux bun meih mbuo nyei ndau muonc
Hosea_10_50_243760_247424.wav|weic zuqc ih zanc taux ziangh hoc lorz ziouv
Hosea_10_51_247920_252853.wav|zuov ninh daaih bun baengh fim nyei jauv hnangv mbiungc nor
Hosea_10_52_253360_255887.wav|duih njiec taux meih mbuo
Hosea_10_53_256400_259360.wav|meih mbuo zuangx nyei se zuiz
Hosea_10_54_259880_263871.wav|meih mbuo siou nyei se maiv baengh fim nyei sic
Hosea_10_55_264400_268222.wav|meih mbuo nyanc nyei se gorngv baeqc nyei biouv
