Job_10_1_7000_10480.wav|yie youx haic yie nyei maengc
Job_10_2_10480_16200.wav|yie ziouc sueih jienv gorngv yie nyei naanc zingh
Job_10_3_16200_20520.wav|yie hnyouv gu nyuoz kouv ziouc oix gorngv aqv
Job_10_4_20520_22680.wav|yie oix gorngv mbuox tin hungh
Job_10_5_22680_25160.wav|maiv dungx dingc yie maaih zuiz
Job_10_6_25160_30280.wav|tov bun yie hiuv meih weic haaix diuc caux yie nzaeng
Job_10_7_30280_35600.wav|meih zeix mienh aengx mangc piex meih nyei buoz zeix daaih nyei ga naaiv
Job_10_8_35600_39600.wav|yaac ceng orqv mienh nyei za eix
Job_10_9_39600_43760.wav|naaiv deix sic meih haiz horpc nyei fai
Job_10_10_43760_47520.wav|meih nyei m zing hnangv baamh mienh nyei m zing fai
Job_10_11_47520_50360.wav|meih buatc hnangv baamh mienh buatc fai
Job_10_12_50360_52880.wav|meih nyei hnoi hnangv baamh mienh nyei hnoi fai
Job_10_13_52880_57320.wav|meih nyei hnyangx yaac hnangv mienh nyei hnyangx fai
Job_10_14_57320_62560.wav|hnangv naaic meih cingx daaih lorz yie zoux dorngc nyei sic
Job_10_15_62560_65720.wav|aengx zimh lorz yie nyei zuiz
Job_10_16_65720_70120.wav|maiv gunv meih hiuv duqv yie maiv maaih dorngc nyei dorngx
Job_10_17_70120_75080.wav|yaac maiv maaih haaix dauh njoux yie biaux ndutv meih nyei buoz ndiev
Job_10_18_75080_77400.wav|yopv gorngv tin hungh mangc ninh
Job_10_19_77400_78960.wav|oix mietc ninh
Job_10_20_78960_81800.wav|meih nyei buoz nanv yie
Job_10_21_81800_84320.wav|zeix yie cuotv daaih
Job_10_22_84320_88120.wav|ih zanc meih daaux nqaang daaih oix mietc yie
Job_10_23_88120_92960.wav|tov jangx jienv meih longc ba naih nie zeix yie
Job_10_24_92960_97800.wav|meih corc oix bun yie nzuonx benx nie mbung fai
Job_10_25_97800_100880.wav|meih dox yie cuotv daaih hnangv nyorx
Job_10_26_100880_106000.wav|aengx bun yie gitv daaih hnangv nyorx hmei ngaengc maiv zeiz
Job_10_27_106000_110840.wav|meih longc ndopv caux orv benx lui bun yie zuqv
Job_10_28_110840_114800.wav|yaac longc mbungv caux jaan daaux jienv
Job_10_29_114800_119760.wav|meih bun yie maaih maengc ziangh yaac ziepc zuoqv nyei hnamv yie
Job_10_30_119760_123880.wav|meih yaac longx longx nyei beu jienv yie nyei maengc
Job_10_31_123880_127840.wav|mv baac naaiv deix sic meih bingx jienv yiem hnyouv
Job_10_32_127840_131560.wav|yie yaac hiuv duqv naaiv se meih nyei za eix aqv
Job_10_33_131560_135360.wav|se gorngv yie baamz zuiz meih mangc jienv yie
Job_10_34_135360_138840.wav|meih zungv oix dingc yie nyei zuiz
Job_10_35_138840_140360.wav|maiv bungx guangc
Job_10_36_140360_142200.wav|se gorngv yie zoux orqv
Job_10_37_142200_144000.wav|yie zuqc kouv aqv
Job_10_38_144000_146500.wav|se gorngv yie zoux horpc
Job_10_39_146500_149080.wav|yie cau maiv jiez m nqorngv
Job_10_40_149080_151440.wav|yie za gengh nyaiv nzengc
Job_10_41_151440_154760.wav|yaac mangc jienv yie ganh nyei kouv naanc
Job_10_42_154760_157920.wav|se gorngv yie bouh yie ganh faaux
Job_10_43_157920_161160.wav|meih zunc yie hnangv sienh zunc nor
Job_10_44_161160_165000.wav|meih aengx zoux mbuoqc horngh nyei sic hoic yie
Job_10_45_165000_169040.wav|meih aengx jaa liepc zorng zengx mienh daaih gox yie
Job_10_46_169040_171440.wav|yaac jaa qiex jiez yie
Job_10_47_171440_177440.wav|meih dorh siang jun baeng tiuv jienv mborqv yie
Job_10_48_177440_182920.wav|yopv tov tin hungh bungx nqoi ninh weic zuqc ninh aav lamh daic
Job_10_49_182920_184760.wav|tin hungh aah
Job_10_50_184760_188960.wav|meih weic haaix diuc dorh yie cuotv maa nyei ga sie
Job_10_51_188960_193720.wav|feix duqv yie daic ndaangc mienh nyei m zing buatc yie
Job_10_52_193720_196600.wav|ziouc hnangv maiv maaih jiex yie
Job_10_53_196600_200760.wav|se yiem maa nyei ga sie mingh taux zouv mi aqv
Job_10_54_200760_203960.wav|yie ziangh seix nyei hnoi nyieqc zoqc haic maiv zeiz
Job_10_55_203960_207340.wav|tov bungx yie ganh yiem
Job_10_56_207340_210840.wav|bun yie duqv deix njien youh
Job_10_57_210840_213920.wav|ndaangc yie mingh maiv nzuonx nyei dorngx
Job_10_58_213920_215840.wav|se mingh yiemh gen
Job_10_59_215840_219120.wav|mapv hmuangx nyei deic bung
Job_10_60_219120_222920.wav|naaiv norm deic bung se hmuangx haic
Job_10_61_222920_224200.wav|lunc nzengc
Job_10_62_224200_227960.wav|yiem wuov nyei njang yaac hmuangx mi aqv
Job_11_1_10000_13320.wav|naa aa me mienh
Job_11_2_13320_14480.wav|sofaa
Job_11_3_14480_16600.wav|ziouc dau gorngv
Job_11_4_16600_20040.wav|gorngv waac ndongc naaic camv maiv zuqc dau fai
Job_11_5_20040_25360.wav|gorngv waac camv nyei mienh oix zuqc funx ninh horpc nyei fai
Job_11_6_25360_29680.wav|meih gorngv nyei henh waac haih bun mienh sekv fai
Job_11_7_29680_32120.wav|meih huotv mienh nyei ziangh hoc
Job_11_8_32120_36000.wav|maiv horpc zuqc maaih mienh bun meih nyaiv fai
Job_11_9_36000_37780.wav|weic zuqc meih gorngv
Job_11_10_37780_42000.wav|yie gorngv nyei doz leiz se zien nyei
Job_11_11_42000_43960.wav|ziux tin hungh mangc
Job_11_12_43960_46560.wav|yie yaac cing nzengc nyei
Job_11_13_46560_49520.wav|mv baac feix duqv tin hungh caux meih gorngv
Job_11_14_49520_53600.wav|feix duqv ninh morngx nqoi nzuih gorngv meih
Job_11_15_53600_57440.wav|ninh ziouc zorqv gem jienv nyei cong mengh mbuox meih
Job_11_16_57440_61160.wav|weic zuqc ninh nyei cong mengh maaih camv bung
Job_11_17_61160_62520.wav|meih oix zuqc hiuv aqv
Job_11_18_62520_65440.wav|tin hungh dingc meih nyei zuiz
Job_11_19_65440_70000.wav|zungv gauh zoqc meih zoux dorngc horpc zuqc dingc nyei
Job_11_20_70000_73160.wav|tin hungh se hlo haic
Job_11_21_73160_77560.wav|meih haih zaah duqv toux tin hungh hnangv haaix nor fai
Job_11_22_77560_81600.wav|meih haih hiuv duqv nzengc nernh jiex wuov dauh fai
Job_11_23_81600_84520.wav|ninh nyei cong mengh gauh hlang jiex lungh
Job_11_24_84520_86720.wav|meih haih zoux haaix nyungc
Job_11_25_86720_89400.wav|se gauh ndo jiex yiemh gen
Job_11_26_89400_92240.wav|meih haih hiuv haaix nyungc
Job_11_27_92240_93920.wav|ndorqc mangc gaax
Job_11_28_93920_96000.wav|zungv gauh ndaauv ndau beih
Job_11_29_96000_98040.wav|yaac gauh jangv koiv
Job_11_30_98040_102280.wav|se gorngv tin hungh jiex mingh yaac zorqv meih wuonx jienv
Job_11_31_102280_104560.wav|aengx heuc siemv zuiz
Job_11_32_104560_106240.wav|haaix dauh haih laanh ninh
Job_11_33_106240_109840.wav|tin hungh hiuv duqv maiv lamh longc nyei mienh
Job_11_34_109840_112920.wav|ninh buatc ninh mbuo zoux nyei waaic sic
Job_11_35_112920_116120.wav|ninh yaac maiv zeiz oix samx mangc fai
Job_11_36_116120_119720.wav|mv baac hngongx nyei mienh haih maaih cong mengh nor
Job_11_37_119720_123440.wav|hieh lorh haih njiec dorn benx dauh mienh aqv
Job_11_38_123440_128080.wav|sofaa gorngv yopv oix zuqc goiv hnyouv cingx duqv longx
Job_11_39_128080_133360.wav|se gorngv meih mbenc sung hnyouv aengx sung jienv buoz hungx jienv ninh
Job_11_40_133360_138240.wav|se gorngv meih maaih zuiz oix zuqc guangc go go nyei
Job_11_41_138240_143120.wav|yaac maiv dungx bun waaic sic yiem meih nyei ndopv liuh gu nyuoz
Job_11_42_143120_147600.wav|wuov zanc meih duqv cau hmien yaac maiv lamh nqemh dorngx
Job_11_43_147600_151440.wav|meih ziouc yiem wuonv yaac maiv gamh nziex
Job_11_44_151440_154520.wav|meih ziouc la kuqv meih nyei kouv naanc
Job_11_45_154520_160160.wav|kungx jangx jienv hnangv benx liouc jiex mingh nyei wuom hnangv
Job_11_46_160160_166520.wav|meih ziangh seix zaangc nyei maengc oix gauh njang lungh aanx zanc nyei njang
Job_11_47_166520_168640.wav|maiv gunv maaih hmuangx
Job_11_48_168640_172320.wav|mv baac oix hnangv lungh ndorm nor
Job_11_49_172320_175720.wav|weic meih maaih lamh hnamv meih ziouc yiem duqv wuonv
Job_11_50_175720_178600.wav|tin hungh oix beu jienv meih
Job_11_51_178600_181640.wav|bun meih duqv baengh orn nyei hitv kuonx
Job_11_52_181640_184000.wav|meih oix bueix njiec
Job_11_53_184000_186160.wav|maiv maaih mienh haeqv meih
Job_11_54_186160_189840.wav|mienh camv yaac oix daaih tov meih tengx
Job_11_55_189840_193680.wav|mv baac orqv mienh nyei m zing oix mbuov mingh
Job_11_56_193680_197360.wav|ninh mbuo lorz maiv buatc haaix nyungc jauv biaux
